"","X1","X","abr","precinct","address","pollname","abrprecincts","longitude","latitude","geocode_rating","clean_address"
"5397",5397,NA,"POL","302","200  Jeremy Dr , Davenport, FL 33837","Emerald Lakes MHP Clubhouse","POL302",-81.64827,28.19026,"8","200 Jeremy Dr Haines City FL 33837"
"5398",5398,NA,"POL","303","321  Ramsgate Rd , Auburndale, FL 33823","Lake Ariana Clubhouse","POL303",-81.80927,28.07337,"0","321 Ramsgate Rd Auburndale FL 33823"
"5399",5399,NA,"POL","304","201  Dickey Rd , Auburndale, FL 33823","Legacy Community Church","POL304",-81.79123,28.09546,"7","NA Dickey Rd Auburndale FL 33823"
"5400",5400,NA,"POL","306","4635  US Highway 17 92  W, Haines City, FL 33844","Sweetwater Clubhouse","POL306",-81.66525,28.14405,"32","4635 17 State Hwy Haines City FL 33844"
"5401",5401,NA,"POL","307","690  Berkley Rd , Auburndale, FL 33823","Lena Vista United Methodist Church","POL307",-81.81737,28.07946,"7","NA Berkley Rd Auburndale FL 33823"
"5402",5402,NA,"POL","309","405  Bennett St , Auburndale, FL 33823","Auburndale Community Center","POL309",-81.78433,28.06044,"0","405 Bennett St Auburndale FL 33823"
"5403",5403,NA,"POL","310","3025  US Highway 92  , Winter Haven, FL 33881","First Church of God","POL310",-81.76527,28.06486,"30","3025 92 US Hwy Winter Haven FL 33881"
"5404",5404,NA,"POL","312","120 E Pomelo St , Lake Alfred, FL 33850","Lake Alfred City Hall","POL312",-81.72942,28.09326,"0","120 Pomelo St Lake Alfred FL 33850"
"5405",5405,NA,"POL","313","2901  Lucerne Park Rd , Winter Haven, FL 33881","The Rock of Winter Haven","POL313",-81.72591,28.04619,"6","2199 Lucerne Park Rd Winter Haven FL 33881"
"5406",5406,NA,"POL","314","5650  State Road 544  , Winter Haven, FL 33881","1st Baptist Church of Lucerne Park","POL314",-81.6502,28.08087,"40","5650 544 State Hwy Winter Haven FL 33881"
"5407",5407,NA,"POL","315","1339  Payne St , Auburndale, FL 33823","K-Ville Community Center","POL315",-81.84703,28.04529,"12","1339 Payne St Fussels Corner FL 33823"
"5408",5408,NA,"POL","316","3900  Lake Blue Dr , Winter Haven, FL 33823","Havendale Christian Church","POL316",-81.7018,28.01208,"100","NA NA NA Winter Haven FL 33823"
"5409",5409,NA,"POL","319","1801  Havendale Blvd NW, Winter Haven, FL 33881","Champions Church","POL319",-81.74793,28.04626,"0","1801 Havendale Blvd Winter Haven FL 33881"
"5410",5410,NA,"POL","321","1011  Jim Keene Blvd , Winter Haven, FL 33880","Polk County Utilities Division","POL321",-81.80855,28.01141,"13","1011 Jim Keene Blvd Jan Phyl Village FL 33880"
"5411",5411,NA,"POL","322","1302  33rd St NW, Winter Haven, FL 33880","The Way at Inwood","POL322",-81.76667,28.03697,"12","1302 33rd St Inwood FL 33881"
"5412",5412,NA,"POL","323","3210  Avenue G  NW, Winter Haven, FL 33880","Westwood Missionary Baptist Church","POL323",-80.67434,26.69283,"76","NA Avenue G Pl Belle Glade FL 33430"
"5413",5413,NA,"POL","324","250 S Lake Silver Dr NW, Winter Haven, FL 33880","Winter Haven Senior Center","POL324",-81.72973,28.02904,"6","250 Lake Silver Dr Winter Haven FL 33881"
"5414",5414,NA,"POL","325","120  Avenue R  NW, Winter Haven, FL 33881","Samson Masonic Lodge #142","POL325",-81.7018,28.01208,"100","NA NA NA Winter Haven FL 33881"
"5415",5415,NA,"POL","326","1410  Dundee Rd , Winter Haven, FL 33884","Church of the Redeemer","POL326",-81.70675,28.02241,"0","1410 Dundee Rd Winter Haven FL 33884"
"5416",5416,NA,"POL","327","2140  Crystal Beach Rd , Winter Haven, FL 33881","Faith Baptist Church","POL327",-81.7018,28.01208,"100","NA NA NA Winter Haven FL 33881"
"5417",5417,NA,"POL","329","210  Cypress Gardens Blvd , Winter Haven, FL 33880","Chain of Lakes-Convention Center/Gy","POL329",-81.72991,28.00391,"0","210 Cypress Gardens Blvd Winter Haven FL 33880"
"5418",5418,NA,"POL","330","560  3rd St SW, Winter Haven, FL 33880","First Church of the Nazarene","POL330",-81.73057,28.01818,"0","560 3rd St Winter Haven FL 33880"
"5419",5419,NA,"POL","331","651  Carl Floyd Rd , Winter Haven, FL 33884","Thrive Church","POL331",-81.67733,28.01765,"6","NA Carl Floyd Rd Winter Haven FL 33884"
"5420",5420,NA,"POL","332","4620  Cypress Gardens Rd , Winter Haven, FL 33884","Resurrection Lutheran Church","POL332",-81.67551,27.99292,"37","NA Cypress Lndg Winter Haven-Auburndale FL 33884"
"5421",5421,NA,"POL","333","2600  Spirit Lake Rd , Winter Haven, FL 33880","Spirit Lake Community Church","POL333",-81.78434,27.99457,"13","NA Spirit Lake Rd Winter Haven-Auburndale FL 33880"
"5422",5422,NA,"POL","334","261  3rd St N, Eagle Lake, FL 33839","Eagle Lake Church of Christ","POL334",-81.61772,28.02309,"12","261 3rd St Dundee FL 33838"
"5423",5423,NA,"POL","336","2110  Cypress Gardens Blvd , Winter Haven, FL 33884","Hope Presbyterian Church","POL336",-81.69514,28.00294,"10","2110 Cypress Gardens Blvd Cypress Gardens FL 33884"
"5424",5424,NA,"POL","337","201  Kipling Ln , Winter Haven, FL 33880","Holy Cross Episcopal Church","POL337",-81.67293,27.99788,"16","201 Kipling Ln Cypress Gardens FL 33884"
"5425",5425,NA,"POL","338","75 N 7th St , Eagle Lake, FL 33839","Eagle Lake Community Complex","POL338",-81.75384,27.97727,"0","75 7th St Eagle Lake FL 33839"
"5426",5426,NA,"POL","339","18  Kinsmen Dr , Winter Haven, FL 33884","Orange Manor West M.H.P.","POL339",-81.70007,27.967,"11","18 Kinsmen Dr Winter Haven-Auburndale FL 33884"
"5427",5427,NA,"POL","340","3025  US Highway 92  , Winter Haven, FL 33881","First Church of God","POL340",-81.76527,28.06486,"30","3025 92 US Hwy Winter Haven FL 33881"
"5428",5428,NA,"POL","401","6555-16  Old Lake Wilson Rd , Davenport, FL 33896","Sunlake Terrace Estates","POL401",-81.56544,28.24809,"18","NA Old Lake Wilson Rd Haines City FL 33896"
"5429",5429,NA,"POL","402","125  Cottonwood Dr , Davenport, FL 33837","Four Corners Baptist Church","POL402",-81.6349,28.20098,"8","125 Cottonwood Dr Haines City FL 33837"
"5430",5430,NA,"POL","403","3700  US Highway 17 92  N, Davenport, FL 33837","Kissimmee South Carefree Resort","POL403",-81.57223,28.21537,"38","3700 17 19 US Hwy Haines City FL 33837"
"5431",5431,NA,"POL","404","5 S Allapaha Ave , Davenport, FL 33837","Davenport Community Center","POL404",-81.60335,28.15881,"0","5 Allapaha Ave Davenport FL 33837"
"5432",5432,NA,"POL","405","3520  Baker Dairy Rd , Haines City, FL 33844","Parkview Christian Center - Hall","POL405",-81.59543,28.12148,"0","3520 Baker Dairy Rd Haines City FL 33844"
"5433",5433,NA,"POL","406","3333  County Road 547  N, Davenport, FL 33837","Little Zion Primitive Baptist Churc","POL406",-81.60805,28.15765,"32","NA 547 State Hwy Davenport FL 33837"
"5434",5434,NA,"POL","407","915  Avenue E  , Haines City, FL 33844","Oakland Neighborhood Center","POL407",-81.62376,28.12076,"24","800 Avenue NA Haines City FL 33844"
"5435",5435,NA,"POL","408","2795 N 10th St , Haines City, FL 33844","Trinity Worship Center Intl Ministr","POL408",-81.62325,28.13222,"0","2795 10th St Haines City FL 33844"
"5436",5436,NA,"POL","409","555  Ledwith Ave , Haines City, FL 33844","Haines City Community Center","POL409",-81.62694,28.10384,"2","500 Ledwith Ave Haines City FL 33844"
"5437",5437,NA,"POL","410","4550 E Johnson Ave , Haines City, FL 33844","Calvary First Assembly of God","POL410",-81.58591,28.11421,"0","4550 Johnson Ave Haines City FL 33844"
"5438",5438,NA,"POL","411","395  Village Dr , Poinciana, FL 34759","Solivita","POL411",-81.46129,28.13338,"47","500 Villagio Loop Poinciana FL 34759"
"5439",5439,NA,"POL","412","395  Marigold Ave , Poinciana, FL 34759","Poinciana Community Center","POL412",-81.46957,28.1373,"0","395 Marigold Ave Poinciana FL 34759"
"5440",5440,NA,"POL","413","85 N Omaha St , Lake Hamilton, FL 33851","Lake Hamilton Woman's Club","POL413",-81.62336,28.04498,"2","2 Omaha St Lake Hamilton FL 33851"
"5441",5441,NA,"POL","414","3200  State Road 546  E, Haines City, FL 33844","Westgate Grenelefe Resort","POL414",-81.57371,28.05562,"40","3200 546 Co Rd Grenelefe FL 33844"
"5442",5442,NA,"POL","415","2101  Overlook Dr , Winter Haven, FL 33884","Calvary Baptist Church","POL415",-81.66194,28.01497,"10","2101 Overlook Dr Cypress Gardens FL 33884"
"5443",5443,NA,"POL","416","603  Lake Marie Dr , Dundee, FL 33838","Dundee Community Center","POL416",-81.60869,28.02297,"7","801 Lake Marie Dr Dundee FL 33838"
"5444",5444,NA,"POL","418","7079  Tamarind Dr , Lake Wales, FL 33898","Nature's Edge Community Center","POL418",-81.52765,28.0018,"9","7079 Tamarind Dr Haines City FL 33898"
"5445",5445,NA,"POL","419","1850  Pacific Rd , Poinciana, FL 34759","Tuscany Preserve at Lake Marion","POL419",-81.50553,28.05933,"6","2152 Pacific Rd Poinciana FL 34759"
"5446",5446,NA,"POL","420","395  Village Dr , Poinciana, FL 34759","Solivita","POL420",-81.46129,28.13338,"47","500 Villagio Loop Poinciana FL 34759"
"5447",5447,NA,"POL","421","1001  Dunson Rd , Davenport, FL 33896","Church of Jesus Christ LDS","POL421",-81.65207,28.24474,"10","1001 Dunson Rd Four Corners FL 33896"
"5448",5448,NA,"POL","501","3397  Old Bartow Eagle Rd , Bartow, FL 33830","Good Hope Missionary Baptist Church","POL501",-81.82423,27.92478,"55","3501 Old Bartow Eagle Lake Rd Bartow FL 33830"
"5449",5449,NA,"POL","502","3397  Old Bartow Eagle Rd , Bartow, FL 33830","Good Hope Missionary Baptist Church","POL502",-81.82423,27.92478,"55","3501 Old Bartow Eagle Lake Rd Bartow FL 33830"
"5450",5450,NA,"POL","503","3397  Old Bartow Eagle Rd , Bartow, FL 33830","Good Hope Missionary Baptist Church","POL503",-81.82423,27.92478,"55","3501 Old Bartow Eagle Lake Rd Bartow FL 33830"
"5451",5451,NA,"POL","504","1255  Polk St , Bartow, FL 33830","Polk Street Community Center","POL504",-81.85619,27.9003,"0","1255 Polk St Bartow FL 33830"
"5452",5452,NA,"POL","505","410 E Church St , Bartow, FL 33830","First Baptist Church-Ministry Cente","POL505",-81.84053,27.89808,"0","410 Church St Bartow FL 33830"
"5453",5453,NA,"POL","506","915 S Broadway Ave , Bartow, FL 33830","Bartow Assembly of God","POL506",-81.84316,27.88759,"2","900 Broadway Ave Bartow FL 33830"
"5454",5454,NA,"POL","507","2250 S Floral Ave , Bartow, FL 33830","Bartow Civic Center","POL507",-81.84513,27.87328,"0","2250 Floral Ave Bartow FL 33830"
"5455",5455,NA,"POL","508","1650 S Jackson Ave , Bartow, FL 33830","Asbury United Methodist Church","POL508",-81.83896,27.87867,"0","1650 Jackson Ave Bartow FL 33830"
"5456",5456,NA,"POL","509","520 S Idlewood Ave , Bartow, FL 33830","Carver Center","POL509",-81.82069,27.89942,"4","501 Idlewood Ave Bartow FL 33830"
"5457",5457,NA,"POL","510","2150  Bomber Rd , Winter Haven, FL 33880","Centro Guadalupe Catholic Mission","POL510",-81.74538,27.95653,"11","2150 Bomber Rd Winter Haven-Auburndale FL 33880"
"5458",5458,NA,"POL","511","1170  80 Foot Rd , Bartow, FL 33830","First Baptist Church of Lake Garfie","POL511",-81.76134,27.89179,"2","1053 80 Foot Rd Bartow FL 33830"
"5459",5459,NA,"POL","512","610  Pine St , Bradley, FL 33835","1st Baptist Church of Bradley","POL512",-81.9723,27.7956,"18","135 Pine St Bradley Junction FL 33835"
"5460",5460,NA,"POL","513","4226  Rifle Range Rd , Wahneta, FL 33880","New Life Assembly of God Church","POL513",-81.72678,27.95576,"9","610 Rifle Range Rd Wahneta FL 33880"
"5461",5461,NA,"POL","514","124  Magnolia Ave , Alturas, FL 33820","Alturas Women's Club","POL514",-81.71211,27.87357,"4","NA Magnolia Ave Alturas FL 33830"
"5462",5462,NA,"POL","516","825 N Charleston Ave , Fort Meade, FL 33841","American Legion","POL516",-81.80162,27.76176,"0","825 Charleston Ave Fort Meade FL 33841"
"5463",5463,NA,"POL","517","10 SW 3rd St , Fort Meade, FL 33841","Fort Meade Community Center","POL517",-81.80137,27.75518,"8","10 3rd St Fort Meade FL 33841"
"5464",5464,NA,"POL","518","215 S Perry Ave , Fort Meade, FL 33841","Ft Meade First Church of God","POL518",-81.79456,27.7492,"0","215 Perry Ave Fort Meade FL 33841"
"5465",5465,NA,"POL","519","3530 N Scenic Hwy , Lake Wales, FL 33898","Grace Baptist Church","POL519",-81.59461,27.95024,"0","3530 Scenic Hwy Lake Wales FL 33898"
"5466",5466,NA,"POL","520","4226  Rifle Range Rd , Wahneta, FL 33880","New Life Assembly of God Church","POL520",-81.72678,27.95576,"9","610 Rifle Range Rd Wahneta FL 33880"
"5467",5467,NA,"POL","521","4226  Rifle Range Rd , Wahneta, FL 33880","New Life Assembly of God Church","POL521",-81.72678,27.95576,"9","610 Rifle Range Rd Wahneta FL 33880"
"5468",5468,NA,"POL","522","4100  Bedford Ave , Winter Haven, FL 33884","Traditions Clubhouse","POL522",-81.66643,27.9646,"0","4100 Bedford Ave Winter Haven FL 33884"
"5469",5469,NA,"POL","523","230  B St , Lake Wales, FL 33853","B Street Community Center","POL523",-81.59143,27.91267,"0","230 B St Lake Wales FL 33853"
"5470",5470,NA,"POL","524","3530 N Scenic Hwy , Lake Wales, FL 33898","Grace Baptist Church","POL524",-81.59461,27.95024,"0","3530 Scenic Hwy Lake Wales FL 33898"
"5471",5471,NA,"POL","525","3530 N Scenic Hwy , Lake Wales, FL 33898","Grace Baptist Church","POL525",-81.59461,27.95024,"0","3530 Scenic Hwy Lake Wales FL 33898"
"5472",5472,NA,"POL","526","4141  Ashton Club Dr , Lake Wales, FL 33853","Lake Ashton Clubhouse","POL526",-81.65527,27.95484,"2","4141 Ashton Club Dr Lake Wales FL 33859"
"5473",5473,NA,"POL","527","230 N 5th St , Lake Wales, FL 33853","First United Methodist Church","POL527",-81.58174,27.90386,"0","230 5th St Lake Wales FL 33853"
"5474",5474,NA,"POL","528","315  Dr Martin Luther King Jr Blvd N, Lake Wales, FL 33853","James P. Austin Jr Center","POL528",-81.45046,26.7571,"15","NA Dr Martin Luther King Jr Blvd LaBelle FL 33935"
"5475",5475,NA,"POL","529","4141  Ashton Club Dr , Lake Wales, FL 33853","Lake Ashton Clubhouse","POL529",-81.65527,27.95484,"2","4141 Ashton Club Dr Lake Wales FL 33859"
"5476",5476,NA,"POL","530","644 S 9th St , Lake Wales, FL 33853","Holy Spirit Catholic Church","POL530",-81.57312,27.88973,"0","644 9th St Lake Wales FL 33853"
"5477",5477,NA,"POL","531","233  Sunshine Dr , Lake Wales, FL 33859","Crooked Lake Community Center","POL531",-81.5849,27.82624,"20","301 Sunshine Dr Crooked Lake Park FL 33859"
"5478",5478,NA,"POL","532","2400  Parakeet Park Blvd , Lake Wales, FL 33859","Parakeet MHP-Rec Room","POL532",-81.57818,27.86811,"0","2400 Parakeet Park Blvd Lake Wales FL 33859"
"5479",5479,NA,"POL","533","67109  Nalcrest Rd , Nalcrest, FL 33856","Nalcrest Town Center","POL533",-81.42835,27.85406,"13","NA Nalcrest Rd Lake Wales FL 33856"
"5480",5480,NA,"POL","534","7831  Camp Mack Rd , Lake Wales, FL 33853","Wayside Baptist Church","POL534",-81.37915,27.9723,"7","NA Camp Mack Rd Lake Wales FL 33853"
"5481",5481,NA,"POL","535","233  Sunshine Dr , Lake Wales, FL 33859","Crooked Lake Community Center","POL535",-81.5849,27.82624,"20","301 Sunshine Dr Crooked Lake Park FL 33859"
"5482",5482,NA,"POL","536","725  Rainbow Blvd , Babson Park, FL 33827","Babson Park Community Church","POL536",-81.5247,27.83047,"0","725 Rainbow Blvd Babson Park FL 33827"
"5483",5483,NA,"POL","537","96 W B St , Frostproof, FL 33843","First Baptist Church","POL537",-81.53256,27.74855,"0","96 B St Frostproof FL 33843"
"5484",5484,NA,"POL","538","316  Raymond Ave , Frostproof, FL 33843","Sun Ray United Methodist Church","POL538",-81.55986,27.70929,"0","316 Raymond Ave Frostproof FL 33843"
"5485",5485,NA,"POL","539","316  Raymond Ave , Frostproof, FL 33843","Sun Ray United Methodist Church","POL539",-81.55986,27.70929,"0","316 Raymond Ave Frostproof FL 33843"
"5486",5486,NA,"POL","540","95  Red Grange Blvd , Indian Lake Est, FL 33855","Indian Lake Estates Clubhouse","POL540",-81.52166,30.24462,"62","NA Red Crane Ln Jacksonville FL 32256"
"5487",5487,NA,"POL","541","316  Raymond Ave , Frostproof, FL 33843","Sun Ray United Methodist Church","POL541",-81.55986,27.70929,"0","316 Raymond Ave Frostproof FL 33843"
"5488",5488,NA,"POL","542","107  Hibiscus Dr , Lake Wales, FL 33898","Golfview Baptist Church","POL542",-81.53934,27.8916,"0","107 Hibiscus Dr Lake Wales FL 33898"
"5489",5489,NA,"PUT","1","115 N Summit St , Crescent City, FL 32112","South Putnam Government Center","PUT01",-81.51035,29.43162,"2","100 Summit St Crescent City FL 32112"
"5490",5490,NA,"PUT","2","115 N Summit St , Crescent City, FL 32112","South Putnam Government Center","PUT02",-81.51035,29.43162,"2","100 Summit St Crescent City FL 32112"
"5491",5491,NA,"PUT","3","106 Beulah Church Rd , Crescent City, FL 32112","Beulah Baptist Church","PUT03",-81.63145,29.44181,"0","106 Beulah Church Rd Crescent City FL 32112"
"5492",5492,NA,"PUT","4","638 3Rd Ave, Welaka, FL 32193","First Baptist Church of Welaka","PUT04",-81.67167,29.48078,"0","638 3rd Ave Welaka FL 32193"
"5493",5493,NA,"PUT","5","638 3Rd Ave, Welaka, FL 32193","First Baptist Church of Welaka","PUT05",-81.67167,29.48078,"0","638 3rd Ave Welaka FL 32193"
"5494",5494,NA,"PUT","6","200 E Main St, Pomona Park, FL 32181","Pomona Park Community Center","PUT06",-81.59136,29.49746,"0","200 Main St Pomona Park FL 32181"
"5495",5495,NA,"PUT","7","200 E Main St, Pomona Park, FL 32181","Pomona Park Community Center","PUT07",-81.59136,29.49746,"0","200 Main St Pomona Park FL 32181"
"5496",5496,NA,"PUT","8","103 S 1St St , Satsuma, FL 32189","Satsuma Fire Dept.","PUT08",-81.6596,29.55016,"11","103 1st St Crescent City FL 32189"
"5497",5497,NA,"PUT","9","103 S 1St St , Satsuma, FL 32189","Satsuma Fire Dept.","PUT09",-81.6596,29.55016,"11","103 1st St Crescent City FL 32189"
"5498",5498,NA,"PUT","10","686 S Highway 17, San Mateo, FL 32187","Dunns Creek Baptist Church","PUT10",-81.60168,29.59284,"25","686 17 US Hwy East Palatka FL 32187"
"5499",5499,NA,"PUT","11","111 Yelvington Rd , East Palatka, FL 32131","Putnam County Agriculture Center","PUT11",-81.59056,29.64283,"0","111 Yelvington Rd East Palatka FL 32131"
"5500",5500,NA,"PUT","12","125 Bldg 2 Tillman St, Palatka, FL 32177","Bostwick Community Center","PUT12",-81.67037,29.64935,"100","NA NA NA Palatka FL 32177"
"5501",5501,NA,"PUT","14","107 Johns Rd, Palatka, FL 32177","Bardin Fire Dept.","PUT14",-81.7247,29.71972,"0","107 Johns Rd Palatka FL 32177"
"5502",5502,NA,"PUT","15","107 Johns Rd, Palatka, FL 32177","Bardin Fire Dept.","PUT15",-81.7247,29.71972,"0","107 Johns Rd Palatka FL 32177"
"5503",5503,NA,"PUT","16","1109 State Rd 100, Florahome, FL 32140","Living Hope Family Worship Center","PUT16",-81.89256,29.73225,"52","1109 100 State Hwy Interlachen-Florahome FL 32140"
"5504",5504,NA,"PUT","18","204 State Rd 26, Melrose, FL 32666","Trinity Episcopal Church","PUT18",-82.06988,29.70787,"55","NA 26 State Hwy Waldo FL 32666"
"5505",5505,NA,"PUT","19","818 County Rd 20A, Hawthorne, FL 32640","Woodlawn Baptist Church","PUT19",-82.33084,29.66081,"40","NA 20 State Hwy Gainesville FL 32640"
"5506",5506,NA,"PUT","20","818 County Rd 20A, Hawthorne, FL 32640","Woodlawn Baptist Church","PUT20",-82.33084,29.66081,"40","NA 20 State Hwy Gainesville FL 32640"
"5507",5507,NA,"PUT","21","135 S County Rd 315, Interlachen, FL 32148","Interlachen Community Center","PUT21",-81.88671,29.62576,"27","135 315 Co Rd Interlachen FL 32148"
"5508",5508,NA,"PUT","22","135 S County Rd 315, Interlachen, FL 32148","Interlachen Community Center","PUT22",-81.88671,29.62576,"27","135 315 Co Rd Interlachen FL 32148"
"5509",5509,NA,"PUT","23","135 S County Rd 315, Interlachen, FL 32148","Interlachen Community Center","PUT23",-81.88671,29.62576,"27","135 315 Co Rd Interlachen FL 32148"
"5510",5510,NA,"PUT","24","418 Holiday Dr, Interlachen, FL 32148","Grandin Lake Shores Comm. Center","PUT24",-81.8839,29.669,"10","418 Holiday Dr Interlachen-Florahome FL 32148"
"5511",5511,NA,"PUT","25","617 State Rd 20, Palatka, FL 32177","Hollister Fire Dept.","PUT25",-81.63445,29.64809,"40","617 20 State Hwy Palatka FL 32177"
"5512",5512,NA,"PUT","26","161 Peniel Church Rd, Palatka, FL 32177","Grace Community Baptist Church","PUT26",-81.69958,29.61259,"0","161 Peniel Church Rd Palatka FL 32177"
"5513",5513,NA,"PUT","27","3409 Park St , Palatka, FL 32177","Southwest Volunteer Fire Dept.","PUT27",-81.66371,29.62323,"0","3409 Park St Palatka FL 32177"
"5514",5514,NA,"PUT","28","1215 Westover Dr, Palatka, FL 32177","Edgar Johnson Senior Center","PUT28",-81.65783,29.64119,"0","1215 Westover Dr Palatka FL 32177"
"5515",5515,NA,"PUT","30","3409 Park St , Palatka, FL 32177","Southwest Volunteer Fire Dept.","PUT30",-81.66371,29.62323,"0","3409 Park St Palatka FL 32177"
"5516",5516,NA,"PUT","32","220 N 11Th St, Palatka, FL 32177","Price Martin Community Center","PUT32",-81.63989,29.64918,"0","220 11th St Palatka FL 32177"
"5517",5517,NA,"PUT","33","5001 St Johns Ave, Palatka, FL 32177","St Johns River State College","PUT33",-81.679,29.64819,"0","5001 St Johns Ave Palatka FL 32177"
"5518",5518,NA,"PUT","34","5001 St Johns Ave, Palatka, FL 32177","St Johns River State College","PUT34",-81.679,29.64819,"0","5001 St Johns Ave Palatka FL 32177"
"5519",5519,NA,"PUT","35","5001 St Johns Ave, Palatka, FL 32177","St Johns River State College","PUT35",-81.679,29.64819,"0","5001 St Johns Ave Palatka FL 32177"
"5520",5520,NA,"PUT","36","1215 Westover Dr, Palatka, FL 32177","Edgar Johnson Senior Center","PUT36",-81.65783,29.64119,"0","1215 Westover Dr Palatka FL 32177"
"5521",5521,NA,"PUT","37","600 S 13Th St, Palatka, FL 32177","Palatka Woman's Club","PUT37",-81.64346,29.64352,"0","600 13th St Palatka FL 32177"
"5522",5522,NA,"PUT","38","600 S 13Th St, Palatka, FL 32177","Palatka Woman's Club","PUT38",-81.64346,29.64352,"0","600 13th St Palatka FL 32177"
"5523",5523,NA,"PUT","39","220 N 11Th St, Palatka, FL 32177","Price Martin Community Center","PUT39",-81.63989,29.64918,"0","220 11th St Palatka FL 32177"
"5524",5524,NA,"PUT","EV1","2509 Crill Ave Suite 900, Palatka, FL 32177","Elections Office","PUTEV1",-81.65655,29.6417,"0","2509 Crill Ave Palatka FL 32177"
"5525",5525,NA,"PUT","EV2","135 S County Rd 315, Interlachen, FL 32148","Interlachen Community Center","PUTEV2",-81.88671,29.62576,"27","135 315 Co Rd Interlachen FL 32148"
"5526",5526,NA,"PUT","EV3","115 N Summit St , Crescent City, FL 32112","South Putnam Government Center","PUTEV3",-81.51035,29.43162,"2","100 Summit St Crescent City FL 32112"
"5527",5527,NA,"SAN","1","6850 OAK ST, MILTON, FL 32570","ST MARY'S EPISCOPAL CHURCH","SAN01",-87.04925,30.68536,"9","6850 Oak St Point Baker FL 32570"
"5528",5528,NA,"SAN","2","5950 CHUMUCKLA HWY, PACE, FL 32571","PACE COMMUNITY CENTER","SAN02",-87.18096,30.6546,"4","5950 Chumuckla Hwy Wallace FL 32571"
"5529",5529,NA,"SAN","3","5259 BOOKER LN, JAY, FL 32565","COON HILL-JAY COMMUNITY CENTER","SAN03",-87.15998,30.95071,"0","5259 Booker Ln Jay FL 32565"
"5530",5530,NA,"SAN","4","5259 BOOKER LN, JAY, FL 32565","JAY COMMUNITY CENTER","SAN04",-87.15998,30.95071,"0","5259 Booker Ln Jay FL 32565"
"5531",5531,NA,"SAN","5","11689 MUNSON HWY, MILTON, FL 32570","MCLELLAN-BLACKWATER BAPTIST CHURCH","SAN05",-86.8718,30.85944,"3","11689 Munson Hwy Munson FL 32570"
"5532",5532,NA,"SAN","6","11689 MUNSON HWY, MILTON, FL 32570","REDROCK-BLACKWATER BAPTIST CHURCH","SAN06",-86.8718,30.85944,"3","11689 Munson Hwy Munson FL 32570"
"5533",5533,NA,"SAN","7","11689 MUNSON HWY, MILTON, FL 32570","MUNSON-BLACKWATER BAPTIST CHURCH","SAN07",-86.8718,30.85944,"3","11689 Munson Hwy Munson FL 32570"
"5534",5534,NA,"SAN","8","6738 DIXON ST, MILTON, FL 32570","MILTON CITY HALL","SAN08",-87.03947,30.63213,"0","6738 Dixon St Milton FL 32570"
"5535",5535,NA,"SAN","9","8600 BOBBY BROWN RD, MILTON, FL 32583","EAST MILTON COMMUNITY GYM","SAN09",-86.96774,30.63672,"5","8600 Bobby Brown Rd East Milton FL 32583"
"5536",5536,NA,"SAN","10","4020 HWY 87, NAVARRE, FL 32566","HARBOR AT HOLLEY ASSEMBLY OF GOD (HARBOR CAFE)","SAN10",-86.90682,30.45166,"22","4020 87 State Hwy Holley FL 32566"
"5537",5537,NA,"SAN","11","6760 EAST GATE RD, MILTON, FL 32570","SOLID ROCK BAPTIST CHURCH","SAN11",-86.99358,30.68085,"7","6760 Gate Rd Roeville FL 32570"
"5538",5538,NA,"SAN","12","6163 DOGWOOD ST, MILTON, FL 32570","FIRST ASSEMBLY OF GOD CHURCH","SAN12",-87.05528,30.64347,"15","NA Dogwood Dr Milton FL 32570"
"5539",5539,NA,"SAN","13","9482 HWY 89, MILTON, FL 32570","ALLENTOWN VFD","SAN13",-87.09299,30.76062,"25","9062 89 Hwy Allentown FL 32570"
"5540",5540,NA,"SAN","14","8600 BOBBY BROWN RD, MILTON, FL 32583","EAST MILTON COMMUNITY GYM","SAN14",-86.96774,30.63672,"5","8600 Bobby Brown Rd East Milton FL 32583"
"5541",5541,NA,"SAN","15","5629 BYROM ST, MILTON, FL 32570","MILTON COMMUNITY CENTER","SAN15",-87.04731,30.63965,"0","5629 Byrom St Milton FL 32570"
"5542",5542,NA,"SAN","16","6860 POOLEY ST, MILTON, FL 32583","BAGDAD COMMUNITY CENTER","SAN16",-87.03711,30.59963,"6","6860 Pooley St Bagdad FL 32583"
"5543",5543,NA,"SAN","17","13786 HWY 87, JAY, FL 32565","FIDELIS COMMUNITY CENTER","SAN17",-87.02733,30.93984,"22","13786 87 State Hwy Fidelis FL 32565"
"5544",5544,NA,"SAN","18","5300 BERRYHILL RD, MILTON, FL 32570","FRIENDSHIP BAPTIST CHURCH","SAN18",-87.10173,30.64685,"6","5300 Berryhill Rd Skyline FL 32570"
"5545",5545,NA,"SAN","19","2355 HWY 182, JAY, FL 32565","CHUMUCKLA COMMUNITY CENTER","SAN19",-87.2217,30.77899,"24","2355 182 Hwy Chumuckla FL 32565"
"5546",5546,NA,"SAN","20","4187 HIGHWAY 90, PACE, FL 32571","IMMANUEL BAPTIST CHURCH","SAN20",-87.14838,30.60343,"15","4187 90 Hwy Pace FL 32571"
